seq1	lang1	label1
a weak and ineffective ghost story without a conclusion or pay off	en	0
if you 're a fan of the series you 'll love it and probably want to see it twice	en	1
the film never finds its tone and several scenes run too long	en	0
suffers from a lack of clarity and au@@ dac@@ ity that a subject as monstrous and pathetic as dah@@ mer demands	en	0
it 's not a motion picture it 's an utterly static picture	en	0
it 's probably not easy to make such a worthless film	en	0
the film is bright and flash@@ y in all the right ways	en	1
a bri@@ sk , rever@@ ent , and sub@@ tly different sequel	en	1
a mac@@ ab@@ re and very stylized swedish fill@@ m about a modern city where all the religious and civic virtues that hold society in place are in tatt@@ ers	en	1
does an impressive job of relating the complicated history of the war and of filling in the background	en	1
a fascinating documentary that provides a rounded and revealing overview of this ancient holi@@ stic healing system	en	1
a cau@@ tionary tale about the fol@@ ly of super@@ fici@@ ality that is itself end@@ lessly super@@ ficial	en	0
quit@@ ting , however , manages just to be de@@ pressing , as the lead actor phones in his autobiographical performance	en	0
i did go back and check out the last 10 minutes , but these were more re@@ pul@@ sive than the first 30 or 40 minutes	en	0
in the end , the movie bo@@ gs down in in@@ significance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it preten@@ ds to investigate	en	0
it 's refre@@ shing to see a movie that em@@ braces its old fashioned themes and in the process comes out looking like something wholly original	en	1
it must be the end of the world the best film so far this year is a franchise sequel starring wesley sni@@ pes	en	1
bo@@ om@@ ers and their kids will have a bar@@ rie good time	en	1
wow	en	1
if disney 's cinder@@ ella proved that ' a dream is a wish your heart makes , ' then cinder@@ ella ii proves that a nightmare is a wish a studio 's wallet makes	en	0
been there , done that a thousand times already , and better	en	0
an infuri@@ ating film	en	0
a film with a great premise but only a great premise	en	1
seag@@ al ran out of movies years ago , and this is just the proof	en	0
a back@@ handed ode to female cam@@ ar@@ ad@@ erie penned by a man who has little clue about either the nature of women or of friendship	en	0
the fe@@ ti@@ d under@@ belly of fame has never looked u@@ gli@@ er	en	0
by halfway through this picture i was beginning to hate it , and , of course , feeling guilty for it then , miracle of miracles , the movie does a flip flo@@ p	en	1
soul@@ less and even more dam@@ ning virtually joy@@ less , xx@@ x achiev@@ es near virtu@@ osity in its cra@@ pul@@ ence	en	0
what the movie lacks in action it more than makes up for in drama , suspen@@ se , revenge , and romance	en	1
sweet home alabama is n't going to win any academy awards , but this date night diversion will definitely win some hearts	en	1
it 's a satisfying summer block@@ buster and worth a look	en	1
a party hear@@ ty teen flick that scal@@ ds like acid	en	0
the movie is very funny as you peek at it through the fingers in front of your eyes	en	1
while the story is better focused than the in@@ comprehen@@ sible anne rice novel it 's based upon , queen of the damned is a pointless , mean@@ dering celebration of the goth vampire , tortured wo@@ e is me lifestyle	en	0
origin@@ ality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chil@@ ler	en	1
like mike is a slight and un@@ inv@@ entive movie like the ex@@ al@@ ted michael jordan referred to in the title , many can asp@@ ire but none can equal	en	0
the cast , collectively a successful example of the lov@@ able loser protagonist , shows de@@ ft comic timing	en	1
a grit@@ tily beautiful film that looks , sounds , and feels more like an extended , open ended poem than a traditionally structured story	en	1
strangely comes off as a kingdom more mild than wild	en	1
a few hours after you 've seen it , you forget you 've been to the movies	en	0
yet it 's not quite the genre bu@@ sting film it 's been hy@@ ped to be because it plays everything too safe	en	0
the biggest problem with roger av@@ ary 's upro@@ ar against the m@@ pa@@ a is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything	en	0
per@@ alta captures , in lumin@@ ous interviews and amaz@@ ingly ev@@ oc@@ ative film from three decades ago , the essence of the dog@@ town experience	en	1
manages to accomplish what few sequ@@ els can it equals the original and in some ways even bet@@ ters it	en	1
the end result is like cold por@@ ridge with only the odd enjoy@@ ably che@@ wy lump	en	0
it shows that some studios firmly believe that people have lost the ability to think and will forgive any sho@@ ddy product as long as there 's a little girl on girl action	en	0
despite a quie@@ ter middle section , involving ar@@ ag@@ orn 's dreams of ar@@ wen , this is even better than the fellowship	en	1
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic trag@@ e@@ dies	en	0
a fleet foo@@ ted and pleas@@ ingly up@@ beat family diversion	en	1
australian filmmaker david flat@@ man uses the huge screen format to make an old fashioned nature film that educ@@ ates viewers with words and pictures while entertaining them	en	1
 " mr deeds " is suitable summer entertainment that offers escap@@ ism without requiring a great deal of thought	en	1
lame sweet home leaves no southern stereo@@ type un@@ turned	en	0
rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories	en	0
it 's always disappointing when a documentary fails to live up to or offer any new insight into its chosen topic	en	0
yet another iter@@ ation of what 's become one of the movies ' cre@@ epi@@ est conventions , in which the develop@@ mentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately rede@@ em their mentally " superior " friends , family	en	0
you may be gal@@ led that you 've wasted nearly two hours of your own precious life with this silly little pu@@ ddle of a movie	en	0
mr scor@@ se@@ se 's bravery and integrity in advancing this vision can hardly be under@@ estimated	en	1
more intellec@@ tually scary than dramatically involving	en	0
the movie is like a year late for tapping into our reality tv obsession , and even tar@@ dier for explo@@ iting the novelty of the " web@@ cast " 	en	0
fun and nim@@ ble	en	1
when the casting call for this movie went out , it must have read ' seeking anyone with acting ambition but no sense of pride or shame '	en	0
the movie is a desperate mis@@ calculation	en	0
what they 're doing is a matter of plu@@ mb@@ ing arrangements and mind games , of no erotic or sensu@@ ous charge	en	0
plays like a glossy melo@@ drama that occasionally ver@@ ges on camp	en	0
what ultimately makes wind@@ tal@@ kers a disappointment is the super@@ ficial way it deals with its story	en	0
pol@@ an@@ ski has found the perfect material with which to address his own world war ii experience in his signature style	en	1
the main story is compelling enough , but it 's difficult to shrug off the annoyance of that chat@@ ty fish	en	0
the film boasts at least a few good ideas and features some decent performances , but the result is disappointing	en	1
it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke	en	1
if mostly martha is mostly un@@ surprising , it 's still a sweet , even d@@ elec@@ table diversion	en	1
top notch action powers this romantic drama	en	1
roman pol@@ an@@ ski 's autobiographical gesture at redemption is better than ' shin@@ dler 's list ' it is more than merely a holocaust movie	en	1
an admitted eg@@ om@@ ani@@ ac , evans is no hollywood villain , and yet this gr@@ ating showcase almost makes you wish he 'd gone the way of don simpson	en	0
confes@@ sions may not be a straightforward bio , nor does it offer much in the way of bar@@ ris ' motiv@@ ations , but the film is an oddly fascinating depiction of an architect of pop culture	en	1
the inherent limitations of using a video game as the source material movie are once again made all too clear in this sch@@ loc@@ ky horror action hybrid	en	0
takes a simple premise and carries it to unexpected heights	en	1
' moore is like a progressive bull in a china shop , a provoc@@ at@@ eur crashing into ideas and special interest groups as he sla@@ ps together his own brand of liber@@ alism '	en	0
the film reminds me of a va@@ stly improved germanic version of my big fat greek wedding with better characters , some genuine quir@@ kin@@ ess and at least a measure of style	en	1
the star who helped give a spark to " chasing amy " and " changing lanes " falls flat as thinking man cia agent jack ryan in this summer 's new action film , " the sum of all fears " 	en	0
a good film with a solid pedi@@ gre@@ e both in front of and , more specifically , behind the camera	en	1
a marvel@@ ous performance by allison lo@@ h@@ man as an identity seeking foster child	en	1
a slow moving police proce@@ dural thriller that takes its title all too literally	en	0
since dah@@ mer resorts to standard sl@@ asher flick thri@@ lls when it should be most in the mind of the killer , it misses a major opportunity to be truly revel@@ atory about his psy@@ che	en	0
